customer_id,first_name,last_name,email,gender,ip_address,city,country,address
1,Irene,Green,igreen0@ucoz.com,Female,112.189.26.116,Walton,United Kingdom,394 Village Plaza
2,Diane,Phillips,dphillips1@dagondesign.com,Female,220.187.63.207,Milton,United Kingdom,07 Bartelt Point
3,Donald,Montgomery,dmontgomery2@meetup.com,Male,208.202.126.117,Pentre,United Kingdom,58 Hauk Street
4,Jeremy,Berry,jberry3@google.it,Male,35.114.153.11,Norton,United Kingdom,72589 Jay Hill
5,Roy,Chapman,rchapman4@prweb.com,Male,189.69.36.53,Marston,United Kingdom,6276 2nd Road
6,Evelyn,Flores,eflores5@cnbc.com,Female,5.80.112.219,Langley,United Kingdom,08244 Magdeline Hill
7,Pamela,Sims,psims6@fotki.com,Female,111.108.72.217,Linton,United Kingdom,5 Fallview Crossing
8,Kathleen,Ford,kford7@sun.com,Female,120.7.96.89,Milton,United Kingdom,9 Evergreen Drive
9,Tina,Walker,twalker8@npr.org,Female,45.62.69.56,East End,United Kingdom,66043 Calypso Junction
10,Albert,Harris,aharris9@webs.com,Male,78.189.156.187,Sutton,United Kingdom,76353 Steensland Place
11,Kathryn,Price,kpricea@sfgate.com,Female,166.145.9.145,Carlton,United Kingdom,2 Mosinee Lane
12,Christopher,Romero,cromerob@sina.com.cn,Male,18.94.4.123,Sheffield,United Kingdom,81 Monterey Avenue
13,Ernest,Kennedy,ekennedyc@cdbaby.com,Male,231.208.109.243,Middleton,United Kingdom,38 John Wall Plaza
14,Emily,Peterson,epetersond@simplemachines.org,Female,41.5.245.225,Kingston,United Kingdom,2553 Orin Plaza
15,David,Meyer,dmeyere@homestead.com,Male,154.8.172.92,Walton,United Kingdom,56 Dakota Court
16,Mary,Andrews,mandrewsf@dot.gov,Female,25.135.110.139,Newtown,United Kingdom,844 Florence Point
17,Stephen,Armstrong,sarmstrongg@shop-pro.jp,Male,96.222.157.167,Thorpe,United Kingdom,54 Hauk Circle
18,Scott,Snyder,ssnyderh@apple.com,Male,19.214.12.7,Wirral,United Kingdom,8 Leroy Terrace
19,Adam,Gutierrez,agutierrezi@reuters.com,Male,115.159.40.253,Whitwell,United Kingdom,67 Oxford Drive
20,Steven,Morrison,smorrisonj@epa.gov,Male,252.12.177.105,Pentre,United Kingdom,568 Ridgeway Circle
